TenureMonths,CustomerAge,MonthlyCharges,TotalCharges,ChargesPerTenure,SupportTickets,ContractType,InternetService,PaymentMethod,OnlineSecurity,TechSupport,PaperlessBilling,Dependents,Churn,ClusterPersona
36,40,79.21,2835.76,78.77,3,One year,Fiber optic,Credit card,No,No,No,Yes,1,0
38,44,83.94,3171.41,83.46,3,Two year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
72,30,58.39,4228.78,58.73,0,Month-to-month,DSL,Mailed check,No,No,Yes,No,0,0
28,43,21.59,565.72,20.2,2,Month-to-month,No,Electronic check,No,Yes,Yes,No,0,1
11,36,44.04,452.72,41.16,2,Two year,DSL,Mailed check,No,No,No,Yes,0,1
14,32,78.11,1105.37,78.95,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
15,50,61.04,885.01,59.0,1,One year,Fiber optic,Bank transfer,No,No,No,No,0,1
13,23,28.23,412.46,31.73,1,Month-to-month,No,Bank transfer,No,No,Yes,No,0,1
68,48,82.9,5600.1,82.35,2,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
37,50,101.41,3747.85,101.29,3,One year,Fiber optic,Mailed check,No,No,Yes,Yes,1,0
33,31,55.9,1814.21,54.98,1,One year,DSL,Bank transfer,Yes,Yes,Yes,Yes,0,1
8,32,66.81,585.71,73.21,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
38,39,89.37,3359.15,88.4,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,1,0
49,45,81.66,4068.69,83.03,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,0
19,40,30.18,576.34,30.33,0,Month-to-month,No,Credit card,No,No,Yes,No,0,1
14,47,61.03,848.01,60.57,0,Month-to-month,DSL,Electronic check,No,Yes,No,No,1,1
61,63,22.33,1288.83,21.13,2,Two year,No,Credit card,Yes,Yes,Yes,No,0,1
12,35,27.63,389.92,32.49,0,One year,No,Electronic check,Yes,Yes,No,No,0,1
11,21,85.08,953.62,86.69,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
10,51,66.39,621.2,62.12,1,Two year,Fiber optic,Credit card,No,No,Yes,No,0,2
21,62,67.55,1400.24,66.68,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
28,46,30.04,783.17,27.97,0,One year,No,Electronic check,No,Yes,No,No,0,1
45,28,54.07,2406.14,53.47,1,Month-to-month,DSL,Electronic check,No,No,No,No,0,1
34,40,102.58,3483.79,102.46,1,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,0
33,28,111.34,3731.57,113.08,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,1,0
54,49,18.72,1098.14,20.34,1,Month-to-month,No,Bank transfer,No,No,No,No,0,1
9,25,93.7,862.01,95.78,3,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
5,38,121.44,552.7,110.54,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No,1,2
35,29,57.74,2102.5,60.07,0,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,1
21,43,86.59,1756.37,83.64,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,Yes,0,2
45,37,52.84,2407.64,53.5,0,Month-to-month,DSL,Bank transfer,Yes,No,No,No,0,1
22,44,27.81,614.07,27.91,0,One year,No,Electronic check,No,No,Yes,No,0,1
13,42,85.15,1150.12,88.47,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
35,30,79.32,2749.68,78.56,0,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,0
24,49,79.61,1946.82,81.12,0,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,1,2
22,41,76.87,1741.94,79.18,0,Two year,Fiber optic,Electronic check,No,No,No,Yes,1,2
72,30,38.98,2820.83,39.18,0,Two year,DSL,Electronic check,No,No,Yes,No,0,0
51,68,55.62,2837.3,55.63,0,Month-to-month,DSL,Credit card,No,No,No,Yes,0,0
38,47,72.69,2797.79,73.63,1,One year,DSL,Electronic check,Yes,No,No,No,0,0
25,40,72.5,1859.47,74.38,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
23,58,39.85,900.14,39.14,0,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
18,64,81.5,1444.87,80.27,2,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
27,40,59.32,1578.96,58.48,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,1,1
15,46,80.79,1133.16,75.54,2,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,2
7,30,52.55,400.5,57.21,1,Month-to-month,DSL,Credit card,No,No,Yes,No,0,1
22,40,49.89,1097.43,49.88,2,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,1,1
28,39,57.22,1592.28,56.87,0,One year,DSL,Credit card,Yes,No,No,No,0,1
45,44,102.06,4576.98,101.71,2,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
11,45,62.27,700.34,63.67,1,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,0,2
23,48,104.34,2376.52,103.33,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,1,2
34,44,74.26,2556.1,75.18,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,2
33,27,51.16,1674.94,50.76,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
66,30,74.5,4876.6,73.89,0,Two year,Fiber optic,Mailed check,Yes,No,No,Yes,0,0
18,35,76.44,1397.14,77.62,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,1,2
10,38,77.38,743.41,74.34,1,One year,Fiber optic,Mailed check,Yes,Yes,No,No,0,2
25,54,60.34,1506.11,60.24,0,Month-to-month,DSL,Mailed check,No,No,Yes,No,1,1
19,28,53.92,1057.27,55.65,1,Month-to-month,DSL,Mailed check,No,No,Yes,No,0,1
16,37,47.98,769.38,48.09,2,One year,DSL,Bank transfer,No,No,Yes,No,0,1
14,53,105.67,1483.23,105.95,1,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,1,2
29,38,72.57,2089.32,72.05,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
13,47,65.49,857.2,65.94,1,One year,Fiber optic,Credit card,No,Yes,Yes,Yes,0,2
38,40,23.51,871.52,22.93,0,Month-to-month,No,Bank transfer,No,Yes,No,No,0,1
37,45,68.0,2534.5,68.5,0,Month-to-month,DSL,Bank transfer,Yes,No,No,No,0,0
30,39,70.11,2091.61,69.72,1,One year,DSL,Bank transfer,No,No,No,No,1,2
9,50,76.04,677.73,75.3,2,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
28,23,62.5,1714.64,61.24,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,1
47,37,54.79,2593.33,55.18,3,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,0
40,45,89.37,3555.64,88.89,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,1,0
37,48,37.16,1336.62,36.12,1,Month-to-month,DSL,Electronic check,No,No,Yes,No,1,1
23,59,71.83,1633.87,71.04,2,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
22,37,50.58,1141.26,51.88,2,Two year,DSL,Electronic check,No,No,No,No,0,1
52,59,100.54,5248.57,100.93,2,Two year,Fiber optic,Mailed check,No,No,Yes,No,0,0
28,34,103.8,2828.13,101.0,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
29,57,66.88,1915.15,66.04,0,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,0,2
72,51,24.31,1800.72,25.01,2,One year,No,Bank transfer,No,No,Yes,Yes,0,1
18,31,84.0,1555.88,86.44,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
2,45,26.87,26.87,13.44,1,One year,No,Mailed check,Yes,Yes,Yes,No,0,1
20,41,32.38,679.02,33.95,1,One year,DSL,Credit card,Yes,No,No,No,0,1
21,49,95.94,1964.37,93.54,1,Two year,Fiber optic,Mailed check,No,Yes,Yes,No,0,2
28,39,77.28,2134.45,76.23,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
33,38,86.27,2809.58,85.14,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,0,2
2,58,94.81,215.46,107.73,1,Two year,Fiber optic,Credit card,No,Yes,No,No,0,2
33,40,112.53,3714.79,112.57,0,One year,Fiber optic,Credit card,Yes,No,No,No,0,0
22,51,22.72,517.64,23.53,4,Two year,No,Electronic check,Yes,Yes,Yes,No,0,1
18,39,98.09,1697.04,94.28,0,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,Yes,1,2
4,61,47.76,221.97,55.49,1,One year,DSL,Credit card,No,No,No,No,1,1
59,33,85.12,5079.44,86.09,0,One year,Fiber optic,Credit card,No,No,Yes,No,0,0
16,34,84.87,1366.37,85.4,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,0,2
37,60,86.37,3265.29,88.25,2,One year,Fiber optic,Credit card,No,Yes,Yes,No,0,0
11,36,58.05,668.98,60.82,1,One year,Fiber optic,Bank transfer,No,No,No,No,0,1
29,61,24.91,785.67,27.09,1,Month-to-month,No,Bank transfer,Yes,No,No,No,0,1
19,52,94.14,1780.54,93.71,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
36,40,68.04,2460.78,68.36,2,One year,DSL,Electronic check,No,Yes,No,Yes,0,2
18,20,37.8,656.65,36.48,0,Month-to-month,DSL,Credit card,No,Yes,Yes,Yes,0,1
11,41,18.76,155.56,14.14,2,Two year,No,Mailed check,No,Yes,Yes,No,0,1
23,43,86.16,1953.31,84.93,2,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,Yes,1,2
22,56,27.97,625.39,28.43,0,Month-to-month,No,Credit card,Yes,No,Yes,No,0,1
27,61,58.06,1523.56,56.43,1,Two year,DSL,Electronic check,No,No,Yes,No,0,1
44,33,103.86,4573.79,103.95,2,Two year,Fiber optic,Mailed check,No,No,Yes,No,0,0
9,51,106.59,883.14,98.13,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
42,51,42.31,1765.36,42.03,0,One year,DSL,Electronic check,No,No,Yes,Yes,0,1
7,54,94.4,669.88,95.7,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
35,47,73.48,2547.22,72.78,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,0,2
36,18,84.66,3036.92,84.36,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,0
15,40,110.95,1663.5,110.9,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,1,2
12,28,91.63,1085.96,90.5,3,Two year,Fiber optic,Credit card,Yes,No,No,Yes,0,2
11,39,23.16,264.71,24.06,0,One year,No,Mailed check,Yes,No,Yes,Yes,0,1
24,53,80.37,1869.75,77.91,0,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
38,45,72.92,2729.27,71.82,0,One year,Fiber optic,Electronic check,No,No,No,No,0,0
20,55,100.87,1981.51,99.08,0,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,1,2
1,46,81.68,81.68,81.68,1,One year,Fiber optic,Credit card,No,No,Yes,No,1,2
15,26,74.24,1176.88,78.46,2,Two year,Fiber optic,Electronic check,No,No,No,No,0,2
14,18,57.86,830.24,59.3,0,One year,DSL,Electronic check,No,Yes,Yes,No,0,1
33,43,51.47,1638.46,49.65,1,One year,Fiber optic,Bank transfer,Yes,No,Yes,Yes,0,1
34,39,43.15,1474.34,43.36,2,Two year,DSL,Bank transfer,No,No,No,No,0,1
26,30,84.68,2182.3,83.93,3,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,1,2
42,21,72.1,3012.49,71.73,3,One year,DSL,Bank transfer,No,No,Yes,No,0,0
45,33,50.01,2225.13,49.45,2,Two year,DSL,Bank transfer,No,No,Yes,Yes,0,1
15,39,20.85,302.95,20.2,1,Two year,No,Credit card,Yes,No,Yes,No,0,1
11,49,56.62,560.25,50.93,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,1
21,44,98.11,2055.94,97.9,1,One year,Fiber optic,Credit card,No,Yes,Yes,No,1,2
26,61,73.85,1931.13,74.27,2,One year,Fiber optic,Mailed check,No,No,No,No,0,2
15,29,96.34,1416.97,94.46,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes,1,2
72,52,95.07,6826.62,94.81,2,One year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
57,42,89.92,5083.8,89.19,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,0
13,50,19.08,233.82,17.99,1,Month-to-month,No,Bank transfer,Yes,No,Yes,Yes,0,1
9,36,44.5,403.66,44.85,2,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
13,54,26.81,341.94,26.3,1,One year,No,Electronic check,Yes,No,Yes,No,0,1
45,45,74.82,3389.82,75.33,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,0,0
46,33,105.07,4866.65,105.8,1,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,0
58,41,43.95,2528.21,43.59,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,Yes,0,0
11,39,73.93,805.11,73.19,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,2
33,47,101.98,3326.69,100.81,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,1,0
11,27,24.65,254.26,23.11,0,Month-to-month,No,Mailed check,No,No,No,Yes,0,1
66,41,32.86,2170.74,32.89,1,One year,No,Electronic check,No,Yes,Yes,No,0,1
11,46,19.28,238.5,21.68,2,Two year,No,Mailed check,No,No,No,No,0,1
7,42,32.11,221.31,31.62,2,Month-to-month,DSL,Electronic check,No,Yes,Yes,Yes,0,1
8,58,21.67,184.17,23.02,2,Month-to-month,No,Mailed check,Yes,No,Yes,No,0,1
23,51,78.56,1760.03,76.52,1,One year,Fiber optic,Electronic check,No,No,Yes,No,0,2
37,41,28.18,1051.1,28.41,1,Month-to-month,No,Electronic check,No,No,Yes,No,1,1
36,44,48.56,1717.72,47.71,1,Two year,DSL,Bank transfer,No,Yes,Yes,Yes,0,1
9,45,99.91,954.16,106.02,0,One year,Fiber optic,Bank transfer,No,No,No,No,1,2
17,46,26.43,512.88,30.17,1,Month-to-month,No,Electronic check,Yes,Yes,Yes,Yes,0,1
15,20,25.89,442.33,29.49,1,Month-to-month,No,Electronic check,Yes,Yes,Yes,No,1,1
8,38,84.23,641.6,80.2,2,One year,Fiber optic,Credit card,No,No,No,No,0,2
15,24,103.61,1577.05,105.14,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,2
56,57,55.61,3027.2,54.06,0,Month-to-month,DSL,Credit card,No,Yes,No,No,0,0
7,41,80.49,600.9,85.84,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,1,2
27,39,101.34,2734.84,101.29,1,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
57,52,55.6,3105.22,54.48,0,One year,DSL,Bank transfer,Yes,Yes,Yes,No,0,0
55,47,51.2,2836.9,51.58,1,Month-to-month,DSL,Credit card,Yes,Yes,No,No,0,0
68,28,61.96,4200.86,61.78,1,One year,DSL,Mailed check,No,Yes,No,No,0,0
29,41,84.98,2452.19,84.56,4,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
32,37,47.21,1529.05,47.78,1,One year,DSL,Mailed check,Yes,No,Yes,No,0,1
15,21,94.6,1453.9,96.93,1,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,0,2
6,33,90.32,551.26,91.88,0,One year,Fiber optic,Bank transfer,Yes,Yes,No,No,1,2
20,39,98.01,1879.74,93.99,1,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
49,40,93.49,4590.26,93.68,2,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,0
1,24,85.2,85.2,85.2,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
15,55,79.47,1208.78,80.59,4,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
34,40,75.2,2567.9,75.53,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,0,2
23,42,49.81,1134.27,49.32,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,0,1
53,46,23.35,1232.54,23.26,2,Two year,No,Electronic check,No,No,Yes,Yes,0,1
45,32,48.77,2129.71,47.33,0,Two year,DSL,Mailed check,No,Yes,Yes,No,0,1
6,47,44.06,318.47,53.08,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,Yes,1,1
24,37,83.79,2019.84,84.16,1,One year,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
12,31,80.71,974.7,81.23,0,One year,Fiber optic,Electronic check,No,No,No,No,0,2
12,48,95.67,1155.88,96.32,1,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
6,59,48.14,222.87,37.15,2,Month-to-month,DSL,Electronic check,No,Yes,No,No,1,1
27,50,110.78,3022.32,111.94,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,2
54,53,54.77,2940.4,54.45,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,Yes,1,0
29,35,83.71,2428.69,83.75,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
6,22,59.23,331.25,55.21,2,Two year,DSL,Mailed check,No,Yes,No,Yes,0,1
22,59,63.31,1346.89,61.22,0,One year,Fiber optic,Electronic check,Yes,No,No,Yes,1,2
33,66,20.6,657.45,19.92,2,Month-to-month,No,Bank transfer,No,Yes,Yes,No,0,1
21,60,77.86,1625.27,77.39,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,0,2
29,37,80.44,2328.96,80.31,1,Two year,Fiber optic,Mailed check,Yes,No,No,No,0,2
13,28,78.2,995.79,76.6,1,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
19,29,25.07,469.26,24.7,0,Two year,No,Electronic check,Yes,No,Yes,Yes,0,1
18,21,81.32,1449.92,80.55,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,1,2
60,40,66.46,3936.57,65.61,0,One year,DSL,Credit card,Yes,No,Yes,No,0,0
9,61,49.56,441.57,49.06,0,One year,Fiber optic,Credit card,No,Yes,Yes,No,0,1
2,40,85.37,166.28,83.14,3,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
58,45,55.01,3162.91,54.53,1,Month-to-month,DSL,Bank transfer,No,No,No,Yes,0,0
25,58,65.57,1668.5,66.74,2,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,2
7,37,18.5,125.87,17.98,2,Month-to-month,No,Credit card,No,Yes,No,No,0,1
43,66,27.32,1185.14,27.56,3,Two year,No,Electronic check,Yes,Yes,Yes,No,0,1
35,65,77.95,2694.86,77.0,0,Two year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
67,40,26.62,1756.7,26.22,0,Two year,No,Electronic check,Yes,Yes,Yes,No,0,1
26,35,93.69,2423.12,93.2,0,Two year,Fiber optic,Bank transfer,No,Yes,No,Yes,1,2
72,50,60.32,4297.66,59.69,1,Month-to-month,DSL,Mailed check,No,No,Yes,No,0,0
21,37,56.02,1108.91,52.81,1,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
35,28,51.05,1831.46,52.33,1,Month-to-month,DSL,Credit card,Yes,No,Yes,No,1,1
38,57,51.51,1934.41,50.91,2,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
16,56,56.82,901.32,56.33,1,Two year,DSL,Mailed check,Yes,Yes,Yes,No,0,1
16,43,92.24,1483.35,92.71,2,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
39,26,108.72,4230.09,108.46,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
7,27,31.02,175.05,25.01,0,One year,No,Mailed check,No,No,No,No,1,1
12,43,88.39,1094.68,91.22,2,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
20,36,23.09,442.75,22.14,1,Month-to-month,No,Credit card,No,No,No,Yes,1,1
65,37,88.75,5788.78,89.06,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,0
39,54,18.5,770.3,19.75,2,Month-to-month,No,Bank transfer,Yes,Yes,No,No,0,1
24,50,110.61,2608.74,108.7,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,2
15,58,58.24,901.74,60.12,0,One year,DSL,Credit card,Yes,No,Yes,Yes,0,1
72,30,22.8,1644.97,22.85,2,Month-to-month,No,Bank transfer,No,No,No,No,0,1
22,37,107.65,2336.47,106.2,3,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,2
12,51,106.75,1295.87,107.99,0,Two year,Fiber optic,Credit card,Yes,No,Yes,No,0,2
72,47,53.09,3826.22,53.14,0,One year,DSL,Electronic check,No,Yes,Yes,No,0,0
7,60,117.8,803.22,114.75,1,Month-to-month,Fiber optic,Credit card,Yes,No,No,No,1,2
55,47,23.34,1350.17,24.55,0,Two year,No,Bank transfer,Yes,No,Yes,No,0,1
23,64,47.68,1109.97,48.26,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
39,48,18.7,691.16,17.72,1,Month-to-month,No,Electronic check,No,No,No,No,0,1
34,54,35.85,1230.48,36.19,0,Two year,DSL,Bank transfer,Yes,No,Yes,No,0,1
38,38,74.51,2824.87,74.34,0,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,0
72,42,57.15,4075.13,56.6,2,Two year,DSL,Credit card,No,Yes,Yes,No,0,0
72,52,76.05,5467.07,75.93,2,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,0,0
12,61,58.08,710.5,59.21,0,Month-to-month,DSL,Credit card,No,No,Yes,No,0,1
33,50,74.47,2425.09,73.49,2,One year,Fiber optic,Electronic check,No,No,No,No,0,2
4,41,66.38,216.62,54.15,0,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,1
41,58,58.01,2330.4,56.84,0,One year,DSL,Bank transfer,Yes,Yes,No,No,0,1
48,18,94.86,4507.06,93.9,2,One year,Fiber optic,Electronic check,No,No,No,No,0,0
2,24,67.4,153.5,76.75,0,Two year,DSL,Electronic check,Yes,No,Yes,No,0,2
22,50,57.35,1275.96,58.0,4,Two year,DSL,Bank transfer,No,Yes,No,Yes,0,1
39,42,57.74,2219.55,56.91,0,Month-to-month,DSL,Mailed check,No,No,No,No,1,1
30,49,73.51,2197.72,73.26,1,Two year,Fiber optic,Electronic check,Yes,Yes,No,No,0,2
7,42,72.67,462.76,66.11,1,One year,Fiber optic,Bank transfer,Yes,No,No,No,0,2
8,48,40.6,302.1,37.76,1,One year,DSL,Credit card,No,No,Yes,Yes,1,1
20,32,36.86,713.89,35.69,0,Two year,DSL,Bank transfer,No,Yes,No,No,0,1
16,48,74.95,1209.67,75.6,3,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
17,53,49.79,887.7,52.22,0,Month-to-month,DSL,Electronic check,No,Yes,No,No,1,1
6,56,26.41,120.2,20.03,2,One year,No,Bank transfer,No,Yes,Yes,No,0,1
23,66,92.27,2093.1,91.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,1,2
66,44,80.5,5322.37,80.64,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes,0,0
7,45,43.34,252.99,36.14,4,One year,DSL,Credit card,No,Yes,No,No,0,1
19,23,86.37,1608.99,84.68,2,Month-to-month,Fiber optic,Mailed check,No,No,No,No,1,2
36,35,92.04,3343.46,92.87,4,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,0
4,39,89.42,400.49,100.12,0,Month-to-month,Fiber optic,Credit card,Yes,No,No,No,0,2
24,54,104.57,2477.17,103.22,1,One year,Fiber optic,Mailed check,No,No,No,No,1,2
47,34,78.65,3667.59,78.03,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,0,0
9,51,79.71,740.84,82.32,1,One year,Fiber optic,Credit card,No,No,No,No,0,2
25,41,58.57,1497.7,59.91,3,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
45,39,86.97,3903.15,86.74,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,0,0
72,44,69.97,5012.96,69.62,3,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,0,0
24,37,65.93,1599.85,66.66,0,One year,Fiber optic,Credit card,No,No,Yes,Yes,1,2
12,36,86.03,1043.46,86.96,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,0,2
12,21,107.4,1286.14,107.18,0,Two year,Fiber optic,Mailed check,Yes,No,No,No,0,2
6,39,108.79,715.58,119.26,1,Two year,Fiber optic,Bank transfer,No,Yes,Yes,No,1,2
69,36,48.15,3329.59,48.25,0,Two year,DSL,Mailed check,Yes,Yes,No,No,0,0
43,35,51.97,2193.4,51.01,1,Two year,DSL,Credit card,Yes,No,Yes,Yes,0,1
8,47,90.28,735.52,91.94,1,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes,1,2
12,49,22.27,241.9,20.16,2,One year,No,Credit card,Yes,Yes,No,No,0,1
24,44,74.37,1777.59,74.07,4,One year,Fiber optic,Credit card,No,No,No,No,0,2
47,53,64.62,3062.63,65.16,2,One year,DSL,Credit card,Yes,No,Yes,No,0,0
33,48,25.06,855.81,25.93,2,Two year,No,Bank transfer,No,Yes,Yes,Yes,0,1
31,38,24.31,649.17,20.94,0,One year,No,Credit card,No,No,No,No,0,1
27,36,83.39,2230.25,82.6,2,Two year,Fiber optic,Mailed check,Yes,No,No,No,0,2
8,45,83.46,648.59,81.07,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,1,2
24,48,98.59,2364.74,98.53,3,Two year,Fiber optic,Credit card,No,No,Yes,No,1,2
22,58,101.79,2207.2,100.33,2,One year,Fiber optic,Mailed check,Yes,No,Yes,Yes,1,2
6,56,24.62,136.32,22.72,1,One year,No,Electronic check,No,No,No,Yes,0,1
68,35,44.91,3049.95,44.85,2,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,0,0
14,40,69.16,908.23,64.87,3,Two year,Fiber optic,Electronic check,Yes,No,No,No,1,2
6,50,125.0,742.69,123.78,0,Two year,Fiber optic,Bank transfer,No,No,Yes,No,0,2
16,54,25.7,443.89,27.74,4,Month-to-month,No,Bank transfer,Yes,Yes,Yes,No,0,1
18,53,24.31,392.98,21.83,0,One year,No,Electronic check,Yes,No,No,No,0,1
22,41,32.42,717.04,32.59,1,Month-to-month,No,Credit card,No,Yes,Yes,Yes,1,1
18,26,75.32,1357.54,75.42,2,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
23,30,115.56,2593.55,112.76,4,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,2
26,45,82.29,2126.4,81.78,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,1,2
25,46,100.02,2496.75,99.87,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,2
31,28,63.05,1997.61,64.44,1,One year,DSL,Mailed check,No,Yes,Yes,No,0,1
32,42,66.66,2119.67,66.24,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,2
33,49,27.85,931.63,28.23,3,One year,No,Credit card,No,Yes,Yes,No,0,1
39,28,31.08,1186.69,30.43,1,Two year,DSL,Electronic check,Yes,No,No,Yes,0,1
12,55,44.75,546.87,45.57,1,Two year,DSL,Credit card,No,No,Yes,Yes,0,1
